path,total_conversions,total_conversion_value,total_null
Online Display > Twitter > Podcast Advertising > Online Display,0,0.0,2
Online Display > Twitter > Podcast Advertising > Online Display > LinkedIn,0,0.0,2
Online Display > Twitter > Podcast Advertising > Online Display > Pinterest,0,0.0,1
Online Display > Twitter > Podcast Advertising > Online Display > Twitter > Twitter > Pinterest,0,0.0,1
Online Display > Twitter > Podcast Advertising > Organic Search,0,0.0,1
Online Display > Twitter > Podcast Advertising > Organic Search > Facebook > YouTube > Online Display > Twitter,0,0.0,1
Online Display > Twitter > Podcast Advertising > Organic Search > Twitter,0,0.0,1
Online Display > Twitter > Podcast Advertising > Pinterest,0,0.0,2
Online Display > Twitter > Podcast Advertising > Podcast Advertising,1,138.59,2
Online Display > Twitter > Podcast Advertising > Podcast Advertising > Bing Paid Search,0,0.0,1
Online Display > Twitter > Podcast Advertising > Podcast Advertising > Bing Paid Search > LinkedIn,0,0.0,1
Online Display > Twitter > Podcast Advertising > SMS Marketing,1,80.06,0
Online Display > Twitter > Podcast Advertising > SMS Marketing > Podcast Advertising,0,0.0,1
Online Display > Twitter > Podcast Advertising > TikTok,0,0.0,3
Online Display > Twitter > Podcast Advertising > TikTok > Facebook,0,0.0,1
Online Display > Twitter > Podcast Advertising > Twitter,0,0.0,4
Online Display > Twitter > Podcast Advertising > Twitter > Online Display,0,0.0,1
Online Display > Twitter > Referral Programs,0,0.0,1
Online Display > Twitter > Referral Programs > LinkedIn,1,832.77,1
Online Display > Twitter > Referral Programs > Twitter > TikTok,0,0.0,1
Online Display > Twitter > SMS Marketing,1,127.17,14
Online Display > Twitter > SMS Marketing > Bing Paid Search > Online Display,0,0.0,1
Online Display > Twitter > SMS Marketing > Content Marketing,0,0.0,2
Online Display > Twitter > SMS Marketing > Facebook,1,873.06,1
Online Display > Twitter > SMS Marketing > Instagram > Pinterest,0,0.0,1
Online Display > Twitter > SMS Marketing > LinkedIn,0,0.0,1
Online Display > Twitter > SMS Marketing > LinkedIn > Facebook,0,0.0,1
Online Display > Twitter > SMS Marketing > LinkedIn > Podcast Advertising > Online Display,0,0.0,1
Online Display > Twitter > SMS Marketing > Online Display,0,0.0,2
Online Display > Twitter > SMS Marketing > Pinterest,0,0.0,1
Online Display > Twitter > SMS Marketing > Podcast Advertising,0,0.0,6
Online Display > Twitter > SMS Marketing > Podcast Advertising > Online Display > Podcast Advertising,0,0.0,1
Online Display > Twitter > SMS Marketing > Podcast Advertising > Podcast Advertising,0,0.0,1
Online Display > Twitter > SMS Marketing > Referral Programs > Content Marketing,0,0.0,1
Online Display > Twitter > SMS Marketing > Twitter,0,0.0,1
Online Display > Twitter > SMS Marketing > Twitter > Facebook,1,281.74,0
Online Display > Twitter > Snapchat,1,328.83,4
Online Display > Twitter > Snapchat > Content Marketing,0,0.0,1
Online Display > Twitter > Snapchat > Pinterest > Organic Search,0,0.0,1
Online Display > Twitter > Snapchat > YouTube,0,0.0,1
Online Display > Twitter > TikTok,0,0.0,8
Online Display > Twitter > TikTok > Bing Paid Search,0,0.0,1
Online Display > Twitter > TikTok > Content Marketing,0,0.0,1
Online Display > Twitter > TikTok > Email,0,0.0,1
Online Display > Twitter > TikTok > Facebook,0,0.0,1
Online Display > Twitter > TikTok > LinkedIn > Twitter > Podcast Advertising,0,0.0,1
Online Display > Twitter > TikTok > Online Display > Bing Paid Search > Pinterest > Podcast Advertising,0,0.0,1
Online Display > Twitter > TikTok > Organic Search,0,0.0,1
Online Display > Twitter > TikTok > Pinterest,0,0.0,1
Online Display > Twitter > TikTok > Podcast Advertising,0,0.0,1
Online Display > Twitter > TikTok > Podcast Advertising > LinkedIn,0,0.0,1
Online Display > Twitter > TikTok > Podcast Advertising > Twitter > Twitter > Twitter,0,0.0,1
Online Display > Twitter > TikTok > Twitter,0,0.0,1
Online Display > Twitter > Twitter,3,954.79,21
Online Display > Twitter > Twitter > Affiliate Marketing,0,0.0,1
Online Display > Twitter > Twitter > Content Marketing,0,0.0,1
Online Display > Twitter > Twitter > Email > LinkedIn,0,0.0,1
Online Display > Twitter > Twitter > Instagram > Podcast Advertising,0,0.0,1
Online Display > Twitter > Twitter > LinkedIn,0,0.0,1
Online Display > Twitter > Twitter > Online Display,0,0.0,2
Online Display > Twitter > Twitter > Pinterest > Facebook > Podcast Advertising,0,0.0,1
Online Display > Twitter > Twitter > Pinterest > Google Paid Search,0,0.0,1
Online Display > Twitter > Twitter > Pinterest > Influencer Marketing,1,906.83,0
Online Display > Twitter > Twitter > Pinterest > Online Display > Twitter,0,0.0,1
Online Display > Twitter > Twitter > Podcast Advertising,0,0.0,2
Online Display > Twitter > Twitter > Podcast Advertising > Instagram > YouTube,1,306.91,0
Online Display > Twitter > Twitter > Podcast Advertising > Podcast Advertising,0,0.0,1
Online Display > Twitter > Twitter > SMS Marketing,0,0.0,4
Online Display > Twitter > Twitter > SMS Marketing > Online Display,0,0.0,1
Online Display > Twitter > Twitter > SMS Marketing > Organic Search > LinkedIn,0,0.0,1
Online Display > Twitter > Twitter > Snapchat > Instagram > Podcast Advertising > Twitter,0,0.0,1
Online Display > Twitter > Twitter > TikTok,0,0.0,1
Online Display > YouTube,7,2774.51,39
Online Display > YouTube > Affiliate Marketing,1,960.93,1
Online Display > YouTube > Affiliate Marketing > SMS Marketing,0,0.0,1
Online Display > YouTube > Bing Paid Search,0,0.0,1
Online Display > YouTube > Content Marketing,0,0.0,3
Online Display > YouTube > Content Marketing > Influencer Marketing,0,0.0,1
Online Display > YouTube > Content Marketing > LinkedIn > Pinterest,0,0.0,1
Online Display > YouTube > Email > Pinterest > Online Display,1,878.57,0
Online Display > YouTube > Facebook,0,0.0,1
Online Display > YouTube > Facebook > LinkedIn,0,0.0,1
Online Display > YouTube > Facebook > TikTok,0,0.0,1
Online Display > YouTube > Google Paid Search,1,101.87,0
Online Display > YouTube > Google Paid Search > Email,0,0.0,1
Online Display > YouTube > Influencer Marketing,0,0.0,1
Online Display > YouTube > Instagram,1,151.78,0
Online Display > YouTube > Instagram > Pinterest,0,0.0,1
Online Display > YouTube > Instagram > Podcast Advertising > Podcast Advertising,0,0.0,1
Online Display > YouTube > LinkedIn,0,0.0,4
Online Display > YouTube > LinkedIn > Google Paid Search,0,0.0,1
Online Display > YouTube > LinkedIn > Online Display,0,0.0,1
Online Display > YouTube > LinkedIn > Pinterest > Content Marketing,0,0.0,1
Online Display > YouTube > LinkedIn > Podcast Advertising > Twitter,0,0.0,1
Online Display > YouTube > Online Display,1,409.69,3
Online Display > YouTube > Online Display > Pinterest,0,0.0,1
Online Display > YouTube > Online Display > Podcast Advertising,0,0.0,1
Online Display > YouTube > Online Display > Podcast Advertising > Online Display,1,566.92,0
Online Display > YouTube > Online Display > Snapchat,0,0.0,1
Online Display > YouTube > Online Display > TikTok,1,759.73,1
Online Display > YouTube > Online Display > Twitter > Facebook,0,0.0,1
Online Display > YouTube > Online Display > Twitter > Twitter > Podcast Advertising,0,0.0,1
Online Display > YouTube > Organic Search,0,0.0,1
Online Display > YouTube > Organic Search > SMS Marketing > SMS Marketing,0,0.0,1
Online Display > YouTube > Organic Search > Twitter > Affiliate Marketing > Podcast Advertising,0,0.0,1
Online Display > YouTube > Pinterest,0,0.0,3
Online Display > YouTube > Pinterest > Facebook,1,22.03,0
Online Display > YouTube > Pinterest > Facebook > Facebook,0,0.0,1
Online Display > YouTube > Pinterest > Podcast Advertising,0,0.0,1
Online Display > YouTube > Pinterest > Podcast Advertising > Twitter,0,0.0,2
Online Display > YouTube > Pinterest > SMS Marketing > Podcast Advertising,0,0.0,1
Online Display > YouTube > Podcast Advertising,0,0.0,10
Online Display > YouTube > Podcast Advertising > Facebook,0,0.0,1
Online Display > YouTube > Podcast Advertising > LinkedIn > SMS Marketing,0,0.0,1
Online Display > YouTube > Podcast Advertising > LinkedIn > Twitter > Pinterest > Email,0,0.0,1
Online Display > YouTube > Podcast Advertising > Online Display,1,35.59,2
Online Display > YouTube > Podcast Advertising > Pinterest,0,0.0,1
Online Display > YouTube > Podcast Advertising > Pinterest > Referral Programs,0,0.0,1
Online Display > YouTube > Podcast Advertising > Podcast Advertising,0,0.0,1
Online Display > YouTube > Podcast Advertising > SMS Marketing,0,0.0,1
Online Display > YouTube > Podcast Advertising > TikTok,0,0.0,1
Online Display > YouTube > Podcast Advertising > Twitter > TikTok,0,0.0,1
Online Display > YouTube > SMS Marketing,0,0.0,4
Online Display > YouTube > SMS Marketing > Direct > Twitter > TikTok,1,289.27,0
Online Display > YouTube > SMS Marketing > LinkedIn > LinkedIn > Facebook,1,387.08,0
Online Display > YouTube > SMS Marketing > Online Display > Pinterest,0,0.0,1
Online Display > YouTube > Snapchat,0,0.0,1
Online Display > YouTube > TikTok,0,0.0,2
Online Display > YouTube > TikTok > Podcast Advertising > Email > TikTok,0,0.0,1
Online Display > YouTube > Twitter,1,104.7,3
Online Display > YouTube > Twitter > LinkedIn,0,0.0,1
Online Display > YouTube > Twitter > Pinterest > Online Display > Instagram,0,0.0,1
Online Display > YouTube > Twitter > Twitter,0,0.0,1
Organic Search,51,25036.13,549
Organic Search > Affiliate Marketing,2,823.5699999999999,6
Organic Search > Affiliate Marketing > Content Marketing > Podcast Advertising > SMS Marketing,1,119.36,0
Organic Search > Affiliate Marketing > Instagram,0,0.0,1
Organic Search > Affiliate Marketing > LinkedIn,0,0.0,2
Organic Search > Affiliate Marketing > LinkedIn > Pinterest,0,0.0,1
Organic Search > Affiliate Marketing > Online Display > Pinterest,0,0.0,1
Organic Search > Affiliate Marketing > Podcast Advertising,0,0.0,1
Organic Search > Affiliate Marketing > Podcast Advertising > Pinterest > Pinterest > Facebook > Content Marketing,0,0.0,1
Organic Search > Affiliate Marketing > SMS Marketing > Bing Paid Search > SMS Marketing,0,0.0,1
Organic Search > Affiliate Marketing > SMS Marketing > Online Display > Pinterest > Influencer Marketing,0,0.0,1
Organic Search > Affiliate Marketing > Twitter,0,0.0,1
Organic Search > Affiliate Marketing > Twitter > Pinterest > LinkedIn > LinkedIn,0,0.0,1
Organic Search > Bing Paid Search,1,681.13,9
Organic Search > Bing Paid Search > Content Marketing,0,0.0,1
Organic Search > Bing Paid Search > Content Marketing > Pinterest,0,0.0,1
Organic Search > Bing Paid Search > Email,0,0.0,1
Organic Search > Bing Paid Search > Email > Pinterest,0,0.0,1
Organic Search > Bing Paid Search > Facebook,0,0.0,2
Organic Search > Bing Paid Search > Facebook > LinkedIn > Pinterest,0,0.0,1
Organic Search > Bing Paid Search > LinkedIn > LinkedIn > SMS Marketing > Twitter,0,0.0,1
Organic Search > Bing Paid Search > LinkedIn > Podcast Advertising > Podcast Advertising,0,0.0,1
Organic Search > Bing Paid Search > Online Display,1,534.28,2
Organic Search > Bing Paid Search > Online Display > Online Display,0,0.0,2
Organic Search > Bing Paid Search > Organic Search > Podcast Advertising,1,462.06,0
Organic Search > Bing Paid Search > Pinterest,1,457.7,0
Organic Search > Bing Paid Search > Pinterest > Pinterest,1,57.86,0
Organic Search > Bing Paid Search > Podcast Advertising,0,0.0,6
Organic Search > Bing Paid Search > Podcast Advertising > LinkedIn,0,0.0,1
Organic Search > Bing Paid Search > Podcast Advertising > Podcast Advertising > Pinterest,0,0.0,1
Organic Search > Bing Paid Search > SMS Marketing,0,0.0,1
Organic Search > Bing Paid Search > SMS Marketing > Online Display > Twitter,0,0.0,1
Organic Search > Bing Paid Search > SMS Marketing > TikTok > Twitter,1,897.9,0
Organic Search > Bing Paid Search > SMS Marketing > Twitter,0,0.0,1
Organic Search > Bing Paid Search > Snapchat > Podcast Advertising > Organic Search,0,0.0,1
Organic Search > Bing Paid Search > Twitter,0,0.0,1
Organic Search > Bing Paid Search > Twitter > Organic Search,0,0.0,1
Organic Search > Content Marketing,3,1491.96,29
Organic Search > Content Marketing > Bing Paid Search > Facebook,0,0.0,1
Organic Search > Content Marketing > Bing Paid Search > Facebook > Podcast Advertising,0,0.0,1
Organic Search > Content Marketing > Bing Paid Search > LinkedIn,1,632.72,0
Organic Search > Content Marketing > Content Marketing > Bing Paid Search,0,0.0,1
Organic Search > Content Marketing > Content Marketing > Online Display > TikTok,0,0.0,1
Organic Search > Content Marketing > Content Marketing > Podcast Advertising,0,0.0,1
Organic Search > Content Marketing > Content Marketing > Twitter > Pinterest > Podcast Advertising,0,0.0,1
Organic Search > Content Marketing > Direct > Pinterest > Online Display,0,0.0,1
Organic Search > Content Marketing > Email > Content Marketing,0,0.0,1
Organic Search > Content Marketing > Email > Content Marketing > Pinterest > Podcast Advertising,0,0.0,1
Organic Search > Content Marketing > Email > Podcast Advertising > Pinterest > Twitter,0,0.0,1
Organic Search > Content Marketing > Facebook,0,0.0,1
Organic Search > Content Marketing > Facebook > Online Display > Facebook > SMS Marketing,0,0.0,1
Organic Search > Content Marketing > Instagram,0,0.0,1
Organic Search > Content Marketing > Instagram > SMS Marketing,0,0.0,1
Organic Search > Content Marketing > LinkedIn,0,0.0,5
Organic Search > Content Marketing > LinkedIn > Bing Paid Search,0,0.0,1
Organic Search > Content Marketing > LinkedIn > Email,0,0.0,1
Organic Search > Content Marketing > LinkedIn > LinkedIn > Podcast Advertising,0,0.0,1
Organic Search > Content Marketing > LinkedIn > Podcast Advertising > Content Marketing > TikTok > Podcast Advertising,0,0.0,1
Organic Search > Content Marketing > Online Display,0,0.0,5
Organic Search > Content Marketing > Online Display > Bing Paid Search,0,0.0,1
Organic Search > Content Marketing > Online Display > Content Marketing,0,0.0,1
Organic Search > Content Marketing > Online Display > Content Marketing > Twitter,0,0.0,1
Organic Search > Content Marketing > Online Display > Pinterest,0,0.0,1
Organic Search > Content Marketing > Online Display > YouTube,0,0.0,1
Organic Search > Content Marketing > Organic Search,0,0.0,2
Organic Search > Content Marketing > Organic Search > Pinterest > SMS Marketing,1,567.3,0
Organic Search > Content Marketing > Pinterest,0,0.0,1
Organic Search > Content Marketing > Pinterest > Email > Email > Podcast Advertising,0,0.0,1
Organic Search > Content Marketing > Pinterest > Facebook,0,0.0,1
Organic Search > Content Marketing > Pinterest > LinkedIn > Bing Paid Search,1,233.37,0
Organic Search > Content Marketing > Pinterest > Online Display,0,0.0,1
Organic Search > Content Marketing > Pinterest > Podcast Advertising > Online Display > LinkedIn,0,0.0,1
Organic Search > Content Marketing > Podcast Advertising,2,1045.29,6
Organic Search > Content Marketing > Podcast Advertising > Content Marketing,1,741.92,0
Organic Search > Content Marketing > Podcast Advertising > LinkedIn,0,0.0,1
Organic Search > Content Marketing > Podcast Advertising > Pinterest,0,0.0,2
Organic Search > Content Marketing > Podcast Advertising > Pinterest > SMS Marketing > Twitter,0,0.0,1
Organic Search > Content Marketing > Podcast Advertising > Podcast Advertising > Pinterest > TikTok > Online Display,0,0.0,1
Organic Search > Content Marketing > Podcast Advertising > Podcast Advertising > Snapchat > Online Display,0,0.0,1
Organic Search > Content Marketing > SMS Marketing > Email > LinkedIn > LinkedIn,0,0.0,1
Organic Search > Content Marketing > SMS Marketing > LinkedIn,0,0.0,1
Organic Search > Content Marketing > SMS Marketing > Referral Programs > Pinterest,0,0.0,1
Organic Search > Content Marketing > Snapchat > Pinterest > Podcast Advertising,0,0.0,1
Organic Search > Content Marketing > TikTok,0,0.0,4
Organic Search > Content Marketing > TikTok > Facebook,0,0.0,1
Organic Search > Content Marketing > TikTok > Online Display > Email,1,835.14,0
Organic Search > Content Marketing > TikTok > Pinterest > TikTok,0,0.0,1
Organic Search > Content Marketing > Twitter,0,0.0,3
Organic Search > Content Marketing > Twitter > LinkedIn,0,0.0,1
Organic Search > Content Marketing > Twitter > Organic Search > Organic Search > Google Paid Search > Content Marketing,0,0.0,1
Organic Search > Content Marketing > Twitter > Twitter,0,0.0,1
Organic Search > Content Marketing > YouTube,0,0.0,1
Organic Search > Direct,0,0.0,1
Organic Search > Direct > Content Marketing > Email > Snapchat > Online Display > Pinterest > Content Marketing > Google Paid Search > TikTok,0,0.0,1
Organic Search > Direct > Google Paid Search,0,0.0,1
Organic Search > Direct > LinkedIn,0,0.0,1
Organic Search > Direct > LinkedIn > Podcast Advertising > Online Display,0,0.0,1
Organic Search > Direct > Pinterest > Bing Paid Search > SMS Marketing > Organic Search,0,0.0,1
Organic Search > Direct > Pinterest > LinkedIn,0,0.0,1
Organic Search > Direct > Podcast Advertising > Online Display > Podcast Advertising > TikTok,0,0.0,1
Organic Search > Direct > Podcast Advertising > Podcast Advertising > Content Marketing > Podcast Advertising,0,0.0,1
Organic Search > Email,2,1087.3,6
Organic Search > Email > Content Marketing > Referral Programs > Pinterest,1,560.81,0
Organic Search > Email > Content Marketing > SMS Marketing,0,0.0,1
Organic Search > Email > Email,0,0.0,1
Organic Search > Email > Email > Pinterest,0,0.0,1
Organic Search > Email > Online Display,0,0.0,1
Organic Search > Email > Online Display > Direct,0,0.0,1
Organic Search > Email > Online Display > Direct > Pinterest,0,0.0,1
Organic Search > Email > Online Display > Instagram,0,0.0,1
Organic Search > Email > Organic Search > Pinterest,0,0.0,1
Organic Search > Email > Organic Search > Twitter,0,0.0,1
Organic Search > Email > Pinterest,0,0.0,1
Organic Search > Email > Pinterest > Podcast Advertising > TikTok > Bing Paid Search,0,0.0,1
Organic Search > Email > Pinterest > Snapchat > LinkedIn,0,0.0,1
Organic Search > Email > Pinterest > Twitter > Twitter,0,0.0,1
Organic Search > Email > Podcast Advertising,0,0.0,3
Organic Search > Email > SMS Marketing > Podcast Advertising,0,0.0,1
Organic Search > Email > TikTok > Content Marketing,0,0.0,1
Organic Search > Email > Twitter,0,0.0,1
Organic Search > Email > Twitter > Podcast Advertising,0,0.0,1
Organic Search > Email > YouTube > Podcast Advertising > TikTok,0,0.0,1
Organic Search > Facebook,3,1696.82,40
Organic Search > Facebook > Affiliate Marketing,0,0.0,1
Organic Search > Facebook > Bing Paid Search,0,0.0,1
Organic Search > Facebook > Bing Paid Search > Online Display,0,0.0,1
Organic Search > Facebook > Content Marketing,0,0.0,3
Organic Search > Facebook > Content Marketing > Twitter,0,0.0,1
Organic Search > Facebook > Email > Online Display > Podcast Advertising > SMS Marketing,0,0.0,1
Organic Search > Facebook > Facebook,0,0.0,1
Organic Search > Facebook > Facebook > Organic Search,0,0.0,1
Organic Search > Facebook > Google Paid Search,0,0.0,1
Organic Search > Facebook > Google Paid Search > LinkedIn > Twitter > Instagram > Twitter,0,0.0,1
Organic Search > Facebook > Instagram > Content Marketing,0,0.0,1
Organic Search > Facebook > Instagram > SMS Marketing,0,0.0,1
Organic Search > Facebook > LinkedIn,1,203.1,5
Organic Search > Facebook > LinkedIn > Online Display,0,0.0,1
Organic Search > Facebook > LinkedIn > SMS Marketing > Pinterest,0,0.0,1
Organic Search > Facebook > Online Display,1,716.06,4
Organic Search > Facebook > Online Display > Instagram,0,0.0,1
Organic Search > Facebook > Online Display > LinkedIn,0,0.0,1
Organic Search > Facebook > Online Display > LinkedIn > Online Display > Content Marketing,0,0.0,1
Organic Search > Facebook > Online Display > Online Display > SMS Marketing,0,0.0,1
Organic Search > Facebook > Online Display > Pinterest,0,0.0,2
Organic Search > Facebook > Organic Search,0,0.0,1
Organic Search > Facebook > Pinterest,0,0.0,6
Organic Search > Facebook > Pinterest > Content Marketing,0,0.0,1
Organic Search > Facebook > Pinterest > Facebook > Organic Search,0,0.0,1
Organic Search > Facebook > Pinterest > Pinterest > Podcast Advertising > Online Display,0,0.0,1
Organic Search > Facebook > Pinterest > Podcast Advertising,0,0.0,2
Organic Search > Facebook > Pinterest > Snapchat,0,0.0,1
Organic Search > Facebook > Podcast Advertising,1,34.77,5
Organic Search > Facebook > Podcast Advertising > Online Display > Facebook > Email > TikTok,0,0.0,1
Organic Search > Facebook > Podcast Advertising > Organic Search,1,843.04,1
Organic Search > Facebook > Podcast Advertising > Pinterest > SMS Marketing,0,0.0,1
Organic Search > Facebook > Podcast Advertising > Podcast Advertising > Online Display > Twitter,0,0.0,1
Organic Search > Facebook > Podcast Advertising > Podcast Advertising > TikTok > Pinterest,0,0.0,1
Organic Search > Facebook > Podcast Advertising > SMS Marketing > Twitter > Online Display,1,757.31,0
Organic Search > Facebook > SMS Marketing,0,0.0,2
Organic Search > Facebook > Snapchat,0,0.0,1
Organic Search > Facebook > TikTok,0,0.0,1
Organic Search > Facebook > TikTok > Email,0,0.0,1
Organic Search > Facebook > TikTok > Pinterest,0,0.0,1
Organic Search > Facebook > TikTok > Podcast Advertising,0,0.0,1
Organic Search > Facebook > Twitter,1,62.66,3
Organic Search > Facebook > Twitter > Instagram > LinkedIn,0,0.0,1
Organic Search > Facebook > Twitter > Online Display > Organic Search,0,0.0,1
Organic Search > Facebook > Twitter > Organic Search,0,0.0,1
Organic Search > Facebook > Twitter > SMS Marketing,0,0.0,1
Organic Search > Facebook > Twitter > TikTok > Online Display > Bing Paid Search,0,0.0,1
Organic Search > Facebook > Twitter > Twitter > Podcast Advertising > Podcast Advertising,0,0.0,1
Organic Search > Facebook > YouTube,0,0.0,1
Organic Search > Google Paid Search,1,884.71,1
Organic Search > Google Paid Search > Instagram > Pinterest,0,0.0,1
Organic Search > Google Paid Search > Online Display,0,0.0,2
Organic Search > Google Paid Search > Organic Search > Online Display,0,0.0,1
Organic Search > Google Paid Search > Twitter > Online Display,0,0.0,1
Organic Search > Google Paid Search > YouTube,0,0.0,1
Organic Search > Influencer Marketing,1,766.24,3
Organic Search > Influencer Marketing > Content Marketing > Online Display,0,0.0,1
Organic Search > Influencer Marketing > Online Display,0,0.0,1
Organic Search > Influencer Marketing > TikTok,0,0.0,1
Organic Search > Influencer Marketing > Twitter > Podcast Advertising,0,0.0,1
Organic Search > Instagram,1,569.4,17
Organic Search > Instagram > Affiliate Marketing,0,0.0,1
Organic Search > Instagram > Content Marketing,0,0.0,4
Organic Search > Instagram > Content Marketing > Pinterest,0,0.0,1
Organic Search > Instagram > Content Marketing > TikTok,0,0.0,1
Organic Search > Instagram > Google Paid Search > Online Display > Online Display,0,0.0,1
Organic Search > Instagram > LinkedIn > Podcast Advertising,0,0.0,1
Organic Search > Instagram > Online Display,0,0.0,1
Organic Search > Instagram > Organic Search,0,0.0,1
Organic Search > Instagram > Pinterest,0,0.0,3
Organic Search > Instagram > Podcast Advertising,0,0.0,5
Organic Search > Instagram > Podcast Advertising > Pinterest,0,0.0,1
Organic Search > Instagram > Podcast Advertising > TikTok,0,0.0,1
Organic Search > Instagram > Podcast Advertising > YouTube,0,0.0,1
Organic Search > Instagram > TikTok,0,0.0,1
Organic Search > Instagram > TikTok > Podcast Advertising > Email > Pinterest,0,0.0,1
Organic Search > Instagram > TikTok > Twitter > LinkedIn > Pinterest,0,0.0,1
Organic Search > Instagram > Twitter,0,0.0,1
Organic Search > Instagram > YouTube,0,0.0,1
Organic Search > LinkedIn,5,2354.51,62
Organic Search > LinkedIn > Affiliate Marketing > Facebook > YouTube,0,0.0,1
Organic Search > LinkedIn > Bing Paid Search,0,0.0,1
Organic Search > LinkedIn > Bing Paid Search > Organic Search,0,0.0,1
Organic Search > LinkedIn > Content Marketing,1,333.19,1
Organic Search > LinkedIn > Content Marketing > Pinterest > Twitter > LinkedIn > Email,0,0.0,1
Organic Search > LinkedIn > Content Marketing > Podcast Advertising,0,0.0,2
Organic Search > LinkedIn > Content Marketing > Podcast Advertising > Organic Search > LinkedIn > Pinterest,0,0.0,1
Organic Search > LinkedIn > Content Marketing > Snapchat > TikTok > Podcast Advertising,1,797.21,0
Organic Search > LinkedIn > Content Marketing > TikTok > Twitter,0,0.0,1
Organic Search > LinkedIn > Email,0,0.0,1
Organic Search > LinkedIn > Email > Facebook,0,0.0,1
Organic Search > LinkedIn > Email > Online Display > Pinterest,0,0.0,1
Organic Search > LinkedIn > Email > Pinterest > LinkedIn > Twitter,0,0.0,1
Organic Search > LinkedIn > Facebook,0,0.0,2
Organic Search > LinkedIn > Facebook > Content Marketing,0,0.0,1
Organic Search > LinkedIn > Facebook > Online Display > Influencer Marketing,0,0.0,1
Organic Search > LinkedIn > Facebook > TikTok,0,0.0,1
Organic Search > LinkedIn > Google Paid Search > SMS Marketing,0,0.0,1
Organic Search > LinkedIn > Influencer Marketing,0,0.0,1
Organic Search > LinkedIn > Influencer Marketing > Online Display,0,0.0,1
Organic Search > LinkedIn > Instagram,1,745.85,2
Organic Search > LinkedIn > Instagram > Email > Podcast Advertising > Pinterest,0,0.0,1
Organic Search > LinkedIn > Instagram > LinkedIn,0,0.0,2
Organic Search > LinkedIn > Instagram > Podcast Advertising > Podcast Advertising,0,0.0,1
Organic Search > LinkedIn > LinkedIn,0,0.0,3
Organic Search > LinkedIn > LinkedIn > Bing Paid Search,0,0.0,1
Organic Search > LinkedIn > LinkedIn > Facebook > Facebook,0,0.0,1
Organic Search > LinkedIn > LinkedIn > LinkedIn > Content Marketing > Online Display,0,0.0,1
Organic Search > LinkedIn > LinkedIn > Online Display,0,0.0,3
Organic Search > LinkedIn > LinkedIn > Podcast Advertising > Bing Paid Search > YouTube > Pinterest,0,0.0,1
Organic Search > LinkedIn > LinkedIn > Podcast Advertising > LinkedIn > Online Display,0,0.0,1
Organic Search > LinkedIn > Online Display,0,0.0,5
Organic Search > LinkedIn > Online Display > Bing Paid Search > Email,0,0.0,1
Organic Search > LinkedIn > Online Display > Online Display,0,0.0,1
Organic Search > LinkedIn > Online Display > Online Display > Online Display,1,553.39,0
Organic Search > LinkedIn > Online Display > Online Display > Podcast Advertising,0,0.0,1
Organic Search > LinkedIn > Online Display > Online Display > Twitter > Pinterest > Twitter,0,0.0,1
Organic Search > LinkedIn > Online Display > Pinterest > LinkedIn,0,0.0,1
Organic Search > LinkedIn > Online Display > Podcast Advertising,0,0.0,1
Organic Search > LinkedIn > Organic Search,0,0.0,2
Organic Search > LinkedIn > Organic Search > Online Display > Pinterest > Facebook,0,0.0,1
Organic Search > LinkedIn > Pinterest,0,0.0,5
Organic Search > LinkedIn > Pinterest > Bing Paid Search > Podcast Advertising,0,0.0,1
Organic Search > LinkedIn > Pinterest > Content Marketing > Online Display,0,0.0,1
Organic Search > LinkedIn > Pinterest > Online Display,0,0.0,2
Organic Search > LinkedIn > Pinterest > Online Display > LinkedIn > Podcast Advertising,0,0.0,1
Organic Search > LinkedIn > Pinterest > Organic Search,0,0.0,1
Organic Search > LinkedIn > Pinterest > Podcast Advertising,0,0.0,1
Organic Search > LinkedIn > Pinterest > Podcast Advertising > TikTok,0,0.0,1
Organic Search > LinkedIn > Pinterest > Twitter > LinkedIn > Pinterest,0,0.0,1
Organic Search > LinkedIn > Pinterest > Twitter > Podcast Advertising,0,0.0,1
Organic Search > LinkedIn > Podcast Advertising,0,0.0,8
Organic Search > LinkedIn > Podcast Advertising > Bing Paid Search > LinkedIn,0,0.0,1
Organic Search > LinkedIn > Podcast Advertising > Instagram > Email > Podcast Advertising,0,0.0,1
Organic Search > LinkedIn > Podcast Advertising > LinkedIn,0,0.0,1
Organic Search > LinkedIn > Podcast Advertising > LinkedIn > Content Marketing > Online Display > Twitter,0,0.0,1
Organic Search > LinkedIn > Podcast Advertising > Online Display,0,0.0,1
Organic Search > LinkedIn > Podcast Advertising > Organic Search > Pinterest > Online Display,0,0.0,1
Organic Search > LinkedIn > Podcast Advertising > Pinterest,0,0.0,1
Organic Search > LinkedIn > Podcast Advertising > Podcast Advertising > Podcast Advertising,0,0.0,1
Organic Search > LinkedIn > Podcast Advertising > Podcast Advertising > Twitter > Twitter,0,0.0,1
Organic Search > LinkedIn > Podcast Advertising > SMS Marketing,0,0.0,1
Organic Search > LinkedIn > Podcast Advertising > SMS Marketing > Online Display,1,243.93,0
Organic Search > LinkedIn > Podcast Advertising > TikTok,0,0.0,1
Organic Search > LinkedIn > Podcast Advertising > Twitter,0,0.0,1
Organic Search > LinkedIn > Referral Programs > Twitter,0,0.0,1
